path,category
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/machine gun - 4735291101282304.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/machine gun - 6070247467515904.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/gunshots - 4888273541398528.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/gunshots - 5002629193138176.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/gunshots - 5707532110659584.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/machine gun - 5793778543624192.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/machine gun - 5415435411390464.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/typewriter (manual) - 5751830134915072.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/typewriter (manual) - 4673540208984064.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/typewriter (manual) - 4685503840387072.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/typewriter (manual) - 5015805347495936.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/typewriter (manual) - 4945834424664064.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/typewriter (manual) - 5706316634914816.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/typewriter (manual) - 4970847508889600.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/typewriter (manual) - 4833067373953024.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/typewriter (manual) - 5752428477546496.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/motorcycle - 6580420862803968.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/motorcycle - 5356167010189312.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/motorcycle - 5962210786410496.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/motorcycle - 4860301761576960.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/motorcycle - 6326160141058048.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/motorcycle - 5137916099559424.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/motorcycle - 6192446803279872.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/motorcycle - 4838037456420864.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/motorcycle - 5683887510388736.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/motorcycle - 5681034041491456.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/motorcycle - 4903185667850240.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/rain - 5202656289095680.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/train - 6307853648265216.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/rain - 5645056174194688.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/water draining - 5540723902382080.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/water draining - 5295211760582656.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/water draining - 5810281687023616.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/rain - 4801359509454848.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/water draining - 5143213941719040.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/water draining - 5921715418824704.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/train - 5372320650625024.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/train - 5039274927849472.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/water draining - 4875067859140608.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/water draining - 6148560827449344.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/rain - 5458437966135296.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/train - 6193820924379136.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/water draining - 5551724655804416.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/rain - 5677611220992000.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/train - 5658608138190848.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/water draining - 6536456503820288.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/rain - 5644916856193024.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/rain - 5352304760848384.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/rain - 6619889733206016.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/water draining - 4771130455883776.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/train - 4672882273681408.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/rain - 4515304218558464.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/train - 6711400185462784.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/rain - 5622526117937152.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/train - 4911867944239104.wav,Rain
