path,category
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle-5731972085186560.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-5678701068943360.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle-5167877522980864.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle-5371311333310464.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-5769457217568768.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle-6600460643336192.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-4736250623819776.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-5818829208813568.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle-5696381570252800.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-5279798196699136.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-5368477728636928.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle-6529846012280832.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-5678807906254848.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-6242081324400640.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle-5642086204309504.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-5961638482018304.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle-4897405715611648.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-6311069236592640.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-6275403559731200.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle-5727389891952640.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle-6036293335121920.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-5175419753988096.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-6311241303719936.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by-6536151024271360.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle-5067160539889664.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle-5446940338683904.wav,MovingMotorVehicle
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-5156771542859776.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-5724313353191424.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-6536756883095552.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-6361779110150144.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-5404450495660032.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-5652017242439680.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-5704093720903680.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-5634985281191936.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-5145623686807552.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-4838037456420864.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-5728116278296576.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-6236965749915648.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-5678091720458240.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-5719570367119360.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-4892024121589760.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-5486019709239296.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-5636139285217280.wav,Rain
VocalImitationSet_v1.1.3/VocalImitationSet/vocal_imitations/included/142Natural sounds_Water_Rain_Rain on surface-5640887774216192.wav,Rain
